Day,Month,Year,Decade,Country,Record_Type,Latitude,Longitude,Coord_Uncertainty_m,Vitality,Quantity,Quantity_Type,Habitat,Verification,Reference,Notes,Translated_Notes,Dataset_Name,Dataset_Key,Publishing_Org_Key,Institution_Code,Institution_ID,Rights_Holder,Access_Rights,License,Database
24,8,2016,2010s,Norway,Observation,59.502997,10.362171,Unknown,Unknown,Unknown,NA,NA,Unconfirmed,NA,NA,NA,NA,492d63a8-4978-4bc7-acd8-7d0e3ac0e744,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,Miljodir,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
1,10,2016,2010s,Norway,Observation,59.523285,10.510283,Unknown,Unknown,Unknown,NA,NA,Accepted,https://www.inaturalist.org/observations/4525333,NA,NA,iNaturalist research-grade observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,iNaturalist,NA,bjornhjelle,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,GBIF
21,9,2016,2010s,Norway,Observation,59.532032,10.415005,10,Unknown,5,Count,NA,Unconfirmed,https://www.artsobservasjoner.no/Sighting/15456562,Activity: Dormant. Quantity: 5 Individuals,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
16,4,2016,2010s,Norway,Observation,59.56499,10.651738,125,Unknown,40,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/14511346,"Ca antall, på steinene. Flere knust og konsumert av meg på stedet. Validationstatus: Approved Documented Quantity: 40 Individuals","About number, on the rocks. Several people crushed and consumed by me on the spot. Validation status: Approved Documented Quantity: 40 Individuals",NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
27,12,2016,2010s,Norway,Observation,59.66257,10.616326,750,Unknown,5,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/16055405,Validationstatus: Approved Documented Quantity: 5 Individuals,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
14,8,2016,2010s,Norway,Observation,59.707704,10.529118,5,Unknown,28,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/15207137,Har samlet totalt 28 stillehavsørsters i Lindbukta. På sandbunn - 1-4 meter dypt. Skjell festet i løse stener og blåskjell. Etter ringene å dømme er skjellene fra 5 - 10 år gamle. Etter to dykketurer var det ikke flere skjell å finne. . Validationstatus: Approved Media Quantity: 28 Individuals,"Has collected a total of 28 Pacific trout in lindbukta. On sandy bottom - 1-4 meters deep. Shells fixed in loose stones and mussels. Judging by the rings, the shells are from 5 - 10 years old. After two diving trips, there were no more shells to be found. . Validation status: Approved Media Quantity: 28 Individuals",NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
27,2,2016,2010s,Norway,Observation,59.728107,10.574321,500,Unknown,1,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/13959545,Artsbestemt av Kjell Magne Olsen i Spør en biolog. Validationstatus: Approved Media,Species determined by Kjell Magne Olsen in Ask a Biologist. Validation status: Approved Media,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
20,11,2016,2010s,Norway,Observation,59.768413,10.711556,150,Unknown,25,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/15882408,"Sitter fast på svabergene i fjæresonen, dvs. er tørrlagt ved fjære sjø. Ser denne arten på berg på mange steder i Oslofjorden og Bunnefjorden.. Validationstatus: Approved Media Quantity: 25 Individuals","Stuck on the rocks in the spring zone, i.e. dried up by the shoreline. Sees this species on rocks in many places in the Oslo fjord and Bunnefjorden. Validation status: Approved Media Quantity: 25 Individuals",NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
1,8,2016,2010s,Norway,Observation,59.821104,10.476629,50,Unknown,30,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/15117354,Validationstatus: Approved Documented,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
3,8,2016,2010s,Norway,Observation,59.832302,10.496302,20,Unknown,Unknown,NA,NA,Accepted,https://www.artsobservasjoner.no/Sighting/15129658,Validationstatus: Approved Documented,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
30,8,2016,2010s,Norway,Observation,59.854532,10.730376,100,Unknown,Unknown,NA,NA,Accepted,https://www.artsobservasjoner.no/Sighting/15303466,Validationstatus: Approved Documented,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
16,9,2016,2010s,Norway,Observation,59.882125,10.723639,25,Unknown,Unknown,NA,NA,Accepted,https://www.artsobservasjoner.no/Sighting/15503145,Validationstatus: Approved Media,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
2,11,2016,2010s,Norway,Observation,59.884501,10.542898,20,Unknown,Unknown,NA,NA,Accepted,https://www.artsobservasjoner.no/Sighting/15768364,Validationstatus: Approved Documented,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
11,9,2016,2010s,Norway,Observation,59.892689,10.595144,25,Unknown,Unknown,NA,NA,Accepted,https://www.artsobservasjoner.no/Sighting/15394515,Barnas våtmarksdag - livet i fjæra arrangement på Lilløyplassen Naturhus. Validationstatus: Approved Documented,Children's Wetland Day - life in the shore arrangement at Lilløyplassen Naturhus. Validation status: Approved Documented,Lillløyplassen Naturhus - Kartlegging Fornebu,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
16,6,2016,2010s,Norway,Observation,59.912718,10.659876,5,Unknown,Unknown,NA,NA,Accepted,https://www.artsobservasjoner.no/Sighting/14814530,Validationstatus: Approved Media,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
31,5,2016,2010s,Norway,Observation,62.31556,5.847017,25,Unknown,Unknown,NA,NA,Accepted,https://www.artsobservasjoner.no/Sighting/14694593,Validationstatus: Approved Media,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
1,9,2017,2010s,Norway,Observation,58.051002,7.653817,1,Unknown,50,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/17959710,Validationstatus: Approved Documented,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
30,4,2017,2010s,Norway,Observation,58.09099,8.115263,25,Unknown,7,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/16986202,"notert 7-8, to samlet for demonstrasjon Activity: Dormant. Validationstatus: Approved Documented Quantity: 7 Individuals","listed 7-8, two gathered for demonstration Activity: Dormant. Validation Status: Approved Documented Quantity: 7 Individuals",NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
4,5,2017,2010s,Norway,Observation,58.09099,8.115263,25,Unknown,50,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/17000235,ca 50 individer ble ødelagt ved å knuse skallene under lavvann av Thor Inge Vollan og Asbjørn Lie Activity: Dormant. Validationstatus: Approved Documented,about 50 individuals were destroyed by crushing the shells during low tide by Thor Inge Vollan and Asbjørn Lie Activity: Dormant. Validation status: Approved Documented,Kartleggingsmidler Sabima,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
22,5,2017,2010s,Norway,Observation,58.133717,8.0849,1,Unknown,50,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/18516040,"22.05: Observerte første eksemplaret på fjell i tidevannssonen. 26.6: Tilbake for å fjerne, oppdaget mange eksemplarer på bløtbunn i hele området rundt neset og plukket 15 stk som var tilgjengelig ved vassing. . Validationstatus: Approved Media","22.05: Observed the first specimen on mountains in the tidal zone. 26.6: Back to remove, discovered many specimens on soft bottoms throughout the area around the headland and picked 15 pieces that were available by watering. . Validation status: Approved Media",Statens naturoppsyn,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
17,1,2017,2010s,Norway,Observation,58.166274,8.250658,Unknown,Unknown,50,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/16193965,"Mange store dyr, minst 50 stk som ble sett over vannflatene på fjære sjø. Sikkert mange like under vannflaten også Activity: Dormant. Validationstatus: Approved Documented","Many large animals, at least 50 of which were seen above the water surfaces of the shorelines of the shoreline. Surely many just below the surface of the water as well Activity: Dormant. Validation status: Approved Documented",Statens naturoppsyn,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
17,1,2017,2010s,Norway,Observation,58.222605,8.349329,Unknown,Unknown,20,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/16193988,Flere titalls dyr over vannflata. Også store skjell Activity: Dormant. Validationstatus: Approved Documented,Dozens of animals above the water surface. Also large shells Activity: Dormant. Validation status: Approved Documented,Statens naturoppsyn,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
15,10,2017,2010s,Norway,Observation,58.512719,8.899322,1,Unknown,Unknown,NA,NA,Accepted,https://www.artsobservasjoner.no/Sighting/18250660,Validationstatus: Approved Documented,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
22,7,2017,2010s,Norway,Observation,58.623837,9.101371,10,Unknown,1100,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/18521396,Jeg plukket stillehavsøsters sammen med Jan Ivar eeg og hans kone Thongtip i Selviksund innafor Askerøya ved Lyngør. oppdrag fra fylkesmannen. Smashet og plukket 1100 støsters på en dag. Plukket også her i fjor.. Validationstatus: Approved Documented Quantity: 1100 Individuals,"I picked Pacific oysters together with Jan Ivar eeg and his wife Thongtip in Selviksund innafor Askerøya near Lyngør. commissions from the County Governor. Smashed and picked 1,100 sprinkles in one day. Also picked here last year. Validation status: Approved Documented Quantity: 1100 Individuals",NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
17,8,2017,2010s,Norway,Observation,58.623837,9.101371,10,Unknown,421,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/18521397,"jeg og Eli Smedsland smashet og plukket 421 støsters i Selviksund, en måned etter at jeg+2 til rensket området for støsters. Det var nå spredning nordover. Se rapport til fylkesmannen.. Validationstatus: Approved Documented","Me and Eli Smedsland smashed and picked 421 sprinklers in Selviksund, a month after I+2 to clear the area for sprinklers. It was now spreading northwards. See a report to the County Governor. Validation status: Approved Documented",NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
18,8,2017,2010s,Norway,Observation,58.627466,9.13548,25,Unknown,4,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/18521500,"ASbjørn Lie og Beate knuste 4 støsters på fjell ved den gamle steinbrygga inne i Spekebukta, Lyngør på kajaktur. Validationstatus: Approved Documented","ASbjørn Lie and Beate crushed 4 sprinklers on mountains at the old stone pier inside Spekebukta, Lyngør on a kayaking trip. Validation status: Approved Documented",Kartleggingsmidler Sabima,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
20,8,2017,2010s,Norway,Observation,58.631909,9.122724,50,Unknown,80,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/18521453,jeg padlet kajak langsmed fjellsiden ved de få hyttene her på utsiden av Steinsøya og telte  80 støsters her. se rapport til fylkesmannen.. Validationstatus: Approved Documented Quantity: 80 Individuals,I paddled kayak along the mountainside at the few cabins here on the outside of Steinsøya and counted 80 sprinklers here. see a report to the County Governor. Validation status: Approved Documented Quantity: 80 Individuals,Kartleggingsmidler Sabima,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
18,12,2017,2010s,Norway,Observation,58.712328,9.113202,Unknown,Unknown,1,Count,Mud bottom; Canal,Accepted,https://www.artsobservasjoner.no/Sighting/18562490,Validationstatus: Approved Media,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
21,6,2017,2010s,Norway,Observation,58.79744,9.371998,10,Unknown,40,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/17435308,Validationstatus: Approved Documented,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
5,7,2017,2010s,Norway,Observation,58.85745,9.569384,25,Unknown,10000,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/17558810,"Revbyggende østerskoloni samt spredte individer på bløtbunn. Tetthet rundt 10-20 per kvadratmeter over store deler av området, og over 100 per kvadratmeter i de grunneste partiene hvor de danner rev. Tellet. Totalanslag størrelsesorden anslått fra areal.. Validationstatus: Approved Documented Quantity: 10000 Individuals","Reef-building oyster colony as well as scattered individuals on soft bottoms. Density around 10-20 per square meter over large parts of the area, and over 100 per square meter in the shallowest parts where they form reefs. Counted. Total estimates of the order of magnitude estimated from area. Validation status: Approved Documented Quantity: 10000 Individuals",NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
21,6,2017,2010s,Norway,Observation,58.865844,9.443764,10,Unknown,10,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/17435330,Validationstatus: Approved Documented,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
4,7,2017,2010s,Norway,Observation,58.875648,9.541869,25,Unknown,100,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/17558938,Tetthet omlag 5 per kvadratmeter på hver side av bukta (tellet). Totalanslag størrelsesorden utfra areal.. Validationstatus: Approved Documented Quantity: 100 Individuals,Density about 5 per square meter on each side of the bay (counted). Total estimates order of magnitude based on area. Validation status: Approved Documented Quantity: 100 Individuals,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
21,6,2017,2010s,Norway,Observation,58.878527,9.391805,50,Unknown,100,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/17435334,På berget. Validationstatus: Approved Documented,On the mountain. Validationstatus: Approved Documented,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
6,5,2017,2010s,Norway,Observation,58.879785,9.394303,5,Unknown,1000,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/17007122,"Høy tetthet av Stillehavsøsters observert fra ca 2015, først kun som små hvite ungindivider i fjæresonen, nå høy tetthet va voksne individer både festa til berg og liggende på bløtbunn, det siste spesielt i det strømrike sundet.. Validationstatus: Approved Documented","High density of Pacific oysters observed from about 2015, first only as small white juveniles in the feather zone, now high density va adult individuals both feasted on rock and lying on soft bottoms, the last especially in the current-rich strait.. Validation status: Approved Documented",NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
5,5,2017,2010s,Norway,Observation,58.885221,9.531493,25,Unknown,30,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/17022636,Validationstatus: Approved Media Quantity: 30 Individuals,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
21,6,2017,2010s,Norway,Observation,58.886985,9.50635,5,Unknown,3,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/17435322,Validationstatus: Approved Documented,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
4,7,2017,2010s,Norway,Observation,58.89798,9.549334,25,Unknown,200,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/17558985,Tetthet opp mot 10 per kvadratmeter på sidene av stranda. Totalantall anslått omtrentlig ut fra areal. Validationstatus: Approved Documented Quantity: 200 Individuals,Density up to 10 per square meter on the sides of the beach. Total number estimated approximately by area. Validation status: Approved Documented Quantity: 200 Individuals,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
25,7,2017,2010s,Norway,Observation,58.904137,6.024435,5,Unknown,1,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/25331429,Validationstatus: Approved Documented,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
22,7,2017,2010s,Norway,Observation,58.904234,5.965182,50,Unknown,20,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/25413966,Validationstatus: Approved Documented,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
22,7,2017,2010s,Norway,Observation,58.904239,5.965155,50,Unknown,20,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/17773371,På sandstrand. Validationstatus: Approved Documented,On sandy beach. Validationstatus: Approved Documented,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
4,7,2017,2010s,Norway,Observation,58.917343,9.484763,10,Unknown,100000,Count,Soft bottom; Mussel bank,Accepted,https://www.artsobservasjoner.no/Sighting/17558767,"rev med stillehavsøsters. Tetthet opp til over 600stk per kvadratmeter (tellet). Totalantall i størrelsesorden 100 000 anslått utfra områdets areal, mer nøyaktige anslag kommer senere.. Validationstatus: Approved Documented","fox with Pacific oysters. Density up to over 600pcs per square meter (counted). Total number in the order of 100 000 estimated based on the area of the area, more accurate estimates will come later. Validation status: Approved Documented",NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
19,6,2017,2010s,Norway,Observation,58.92429,5.749272,5,Unknown,1,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/25331426,Validationstatus: Approved Documented,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
10,8,2017,2010s,Norway,Observation,58.933822,5.635383,5,Unknown,1,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/25331431,Validationstatus: Approved Documented,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
10,7,2017,2010s,Norway,Observation,58.94216,9.643217,100,Unknown,1,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/17853496,Activity: Dormant. Validationstatus: Approved Documented Quantity: 1 Individuals,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
24,7,2017,2010s,Norway,Observation,58.988848,5.993919,5,Unknown,1,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/25331428,Validationstatus: Approved Documented,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
11,4,2017,2010s,Norway,Observation,58.996692,5.889714,50,Unknown,5,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/25413965,Validationstatus: Approved Documented,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
11,4,2017,2010s,Norway,Observation,58.996702,5.889714,50,Unknown,5,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/16768477,stillehavsøster. kom og spis. Validationstatus: Approved Documented,Pacific sister. come and eat. Validation Status: Approved Documented,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
15,12,2017,2010s,Norway,Observation,59.000116,9.736741,5,Unknown,3,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/18552417,Activity: Forage. Validationstatus: Approved Media,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
28,8,2017,2010s,Norway,Observation,59.001476,5.781773,5,Unknown,1,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/25331437,Validationstatus: Approved Documented,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
16,6,2017,2010s,Norway,Observation,59.011468,6.029528,5,Unknown,1,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/25331424,Validationstatus: Approved Documented,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
16,6,2017,2010s,Norway,Observation,59.011926,6.030265,5,Unknown,1,Count,NA,Accepted,https://www.artsobservasjoner.no/Sighting/25331425,Validationstatus: Approved Documented,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
18,9,2017,2010s,Norway,Observation,59.017294,11.039584,Unknown,Unknown,Unknown,NA,NA,Unconfirmed,NA,NA,NA,NA,492d63a8-4978-4bc7-acd8-7d0e3ac0e744,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,Miljodir,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
18,9,2017,2010s,Norway,Observation,59.042369,11.089296,Unknown,Unknown,Unknown,NA,NA,Unconfirmed,NA,NA,NA,NA,492d63a8-4978-4bc7-acd8-7d0e3ac0e744,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,Miljodir,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
6,9,2017,2010s,Norway,Observation,59.04749,10.87016,Unknown,Unknown,Unknown,NA,NA,Unconfirmed,NA,NA,NA,NA,492d63a8-4978-4bc7-acd8-7d0e3ac0e744,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,Miljodir,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
25,4,2017,2010s,Norway,Observation,59.051092,9.75954,5,Unknown,Unknown,NA,Beach,Accepted,https://www.artsobservasjoner.no/Sighting/16923373,Mange steder ved friområdet. Skjell på strender og individer synlig på berg i sjøkanter.. Validationstatus: Approved Media,Many places by the free area. Shells on beaches and individuals visible on rocks at sea edges.. Validation status: Approved Media,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
16,4,2017,2010s,Norway,Observation,59.051115,10.890195,202,Unknown,Unknown,NA,NA,Accepted,https://www.artsobservasjoner.no/Sighting/16863087,Validationstatus: Approved Documented,NA,NA,b124e1e0-4755-430f-9eab-894f25a9b59c,d3978a37-635a-4ae3-bb85-7b4d41bc0b88,nef,NA,NA,NA,http://creativecommons.org/licenses/by/4.0/legalcode,GBIF
